To Dimension,Measure,Rank2,Rank,t,From Dimension
Alberta,2754,1,6,0.03,Northwest Territories
British Columbia,982,2,6,0.03,Northwest Territories
Manitoba,176,3,6,0.03,Northwest Territories
New Brunswick,206,4,6,0.03,Northwest Territories
Newfoundland and Labrador,318,5,6,0.03,Northwest Territories
Northwest Territories,0,6,6,0.03,Northwest Territories
Nova Scotia,329,7,6,0.03,Northwest Territories
Nunavut,188,8,6,0.03,Northwest Territories
Ontario,1024,9,6,0.03,Northwest Territories
Prince Edward Island,69,10,6,0.03,Northwest Territories
Quebec,323,11,6,0.03,Northwest Territories
Saskatchewan,251,12,6,0.03,Northwest Territories
Yukon,348,13,6,0.03,Northwest Territories
Alberta,8031,1,7,0.03,Nova Scotia
British Columbia,4857,2,7,0.03,Nova Scotia
Manitoba,670,3,7,0.03,Nova Scotia
New Brunswick,6434,4,7,0.03,Nova Scotia
Newfoundland and Labrador,2676,5,7,0.03,Nova Scotia
Northwest Territories,372,6,7,0.03,Nova Scotia
Nova Scotia,0,7,7,0.03,Nova Scotia
Nunavut,304,8,7,0.03,Nova Scotia
Ontario,16154,9,7,0.03,Nova Scotia
Prince Edward Island,2009,10,7,0.03,Nova Scotia
Quebec,2849,11,7,0.03,Nova Scotia
Saskatchewan,541,12,7,0.03,Nova Scotia
Yukon,123,13,7,0.03,Nova Scotia
Alberta,428,1,8,0.03,Nunavut
British Columbia,185,2,8,0.03,Nunavut
Manitoba,285,3,8,0.03,Nunavut
New Brunswick,140,4,8,0.03,Nunavut
Newfoundland and Labrador,216,5,8,0.03,Nunavut
Northwest Territories,268,6,8,0.03,Nunavut
Nova Scotia,322,7,8,0.03,Nunavut
Nunavut,0,8,8,0.03,Nunavut
Ontario,1506,9,8,0.03,Nunavut
Prince Edward Island,98,10,8,0.03,Nunavut
Quebec,394,11,8,0.03,Nunavut
Saskatchewan,133,12,8,0.03,Nunavut
Yukon,100,13,8,0.03,Nunavut
Alberta,84783,1,9,0.03,Ontario
British Columbia,66657,2,9,0.03,Ontario
Manitoba,19879,3,9,0.03,Ontario
New Brunswick,27002,4,9,0.03,Ontario
Newfoundland and Labrador,10505,5,9,0.03,Ontario
Northwest Territories,1411,6,9,0.03,Ontario
Nova Scotia,37521,7,9,0.03,Ontario
Nunavut,1346,8,9,0.03,Ontario
Ontario,0,9,9,0.03,Ontario
Prince Edward Island,7938,10,9,0.03,Ontario
Quebec,51099,11,9,0.03,Ontario
Saskatchewan,11082,12,9,0.03,Ontario
Yukon,1183,13,9,0.03,Ontario
Alberta,1838,1,10,0.03,Prince Edward Island
British Columbia,896,2,10,0.03,Prince Edward Island
Manitoba,99,3,10,0.03,Prince Edward Island
New Brunswick,1357,4,10,0.03,Prince Edward Island
Newfoundland and Labrador,275,5,10,0.03,Prince Edward Island
Northwest Territories,18,6,10,0.03,Prince Edward Island
Nova Scotia,1647,7,10,0.03,Prince Edward Island
Nunavut,33,8,10,0.03,Prince Edward Island
Ontario,4637,9,10,0.03,Prince Edward Island
Prince Edward Island,0,10,10,0.03,Prince Edward Island
Quebec,408,11,10,0.03,Prince Edward Island
Saskatchewan,113,12,10,0.03,Prince Edward Island
Yukon,20,13,10,0.03,Prince Edward Island
Alberta,11169,1,11,0.03,Quebec
British Columbia,11546,2,11,0.03,Quebec
Manitoba,2722,3,11,0.03,Quebec
New Brunswick,6004,4,11,0.03,Quebec
Newfoundland and Labrador,772,5,11,0.03,Quebec
Northwest Territories,238,6,11,0.03,Quebec
Nova Scotia,3859,7,11,0.03,Quebec
Nunavut,340,8,11,0.03,Quebec
Ontario,57655,9,11,0.03,Quebec
Prince Edward Island,922,10,11,0.03,Quebec
Quebec,0,11,11,0.03,Quebec
Saskatchewan,1203,12,11,0.03,Quebec
Yukon,339,13,11,0.03,Quebec
Alberta,30969,1,12,0.03,Saskatchewan
British Columbia,14588,2,12,0.03,Saskatchewan
Manitoba,4199,3,12,0.03,Saskatchewan
New Brunswick,640,4,12,0.03,Saskatchewan
Newfoundland and Labrador,280,5,12,0.03,Saskatchewan
Northwest Territories,160,6,12,0.03,Saskatchewan
Nova Scotia,1091,7,12,0.03,Saskatchewan
Nunavut,126,8,12,0.03,Saskatchewan
Ontario,15075,9,12,0.03,Saskatchewan
Prince Edward Island,203,10,12,0.03,Saskatchewan
Quebec,1201,11,12,0.03,Saskatchewan
Saskatchewan,0,12,12,0.03,Saskatchewan
Yukon,229,13,12,0.03,Saskatchewan
Alberta,1111,1,13,0.03,Yukon
British Columbia,1711,2,13,0.03,Yukon
Manitoba,80,3,13,0.03,Yukon
New Brunswick,115,4,13,0.03,Yukon
Newfoundland and Labrador,57,5,13,0.03,Yukon
Northwest Territories,187,6,13,0.03,Yukon
Nova Scotia,202,7,13,0.03,Yukon
Nunavut,34,8,13,0.03,Yukon
Ontario,731,9,13,0.03,Yukon
Prince Edward Island,33,10,13,0.03,Yukon
Quebec,233,11,13,0.03,Yukon
Saskatchewan,210,12,13,0.03,Yukon
Yukon,0,13,13,0.03,Yukon
Alberta,0,1,1,0.04,Alberta
British Columbia,81760,2,1,0.04,Alberta
Manitoba,7367,3,1,0.04,Alberta
New Brunswick,5190,4,1,0.04,Alberta
Newfoundland and Labrador,5076,5,1,0.04,Alberta
Northwest Territories,1652,6,1,0.04,Alberta
Nova Scotia,8759,7,1,0.04,Alberta
Nunavut,406,8,1,0.04,Alberta
Ontario,46365,9,1,0.04,Alberta
Prince Edward Island,1468,10,1,0.04,Alberta
Quebec,8157,11,1,0.04,Alberta
Saskatchewan,18781,12,1,0.04,Alberta
Yukon,971,13,1,0.04,Alberta
Alberta,86745,1,2,0.04,British Columbia
British Columbia,0,2,2,0.04,British Columbia
Manitoba,8002,3,2,0.04,British Columbia
New Brunswick,3253,4,2,0.04,British Columbia
Newfoundland and Labrador,1505,5,2,0.04,British Columbia
Northwest Territories,890,6,2,0.04,British Columbia
Nova Scotia,7513,7,2,0.04,British Columbia
Nunavut,187,8,2,0.04,British Columbia
Ontario,42749,9,2,0.04,British Columbia
Prince Edward Island,1224,10,2,0.04,British Columbia
Quebec,8465,11,2,0.04,British Columbia
Saskatchewan,8781,12,2,0.04,British Columbia
Yukon,1606,13,2,0.04,British Columbia
Alberta,18673,1,3,0.04,Manitoba
British Columbia,15402,2,3,0.04,Manitoba
Manitoba,0,3,3,0.04,Manitoba
New Brunswick,1027,4,3,0.04,Manitoba
Newfoundland and Labrador,355,5,3,0.04,Manitoba
Northwest Territories,140,6,3,0.04,Manitoba
Nova Scotia,1213,7,3,0.04,Manitoba
Nunavut,176,8,3,0.04,Manitoba
Ontario,20519,9,3,0.04,Manitoba
Prince Edward Island,206,10,3,0.04,Manitoba
Quebec,2952,11,3,0.04,Manitoba
Saskatchewan,5187,12,3,0.04,Manitoba
Yukon,107,13,3,0.04,Manitoba
Alberta,5256,1,4,0.04,New Brunswick
British Columbia,2372,2,4,0.04,New Brunswick
Manitoba,529,3,4,0.04,New Brunswick
New Brunswick,0,4,4,0.04,New Brunswick
Newfoundland and Labrador,1229,5,4,0.04,New Brunswick
Northwest Territories,144,6,4,0.04,New Brunswick
Nova Scotia,6679,7,4,0.04,New Brunswick
Nunavut,121,8,4,0.04,New Brunswick
Ontario,10579,9,4,0.04,New Brunswick
Prince Edward Island,1318,10,4,0.04,New Brunswick
Quebec,5815,11,4,0.04,New Brunswick
Saskatchewan,391,12,4,0.04,New Brunswick
Yukon,68,13,4,0.04,New Brunswick
Alberta,5785,1,5,0.04,Newfoundland and Labrador
British Columbia,1630,2,5,0.04,Newfoundland and Labrador
Manitoba,253,3,5,0.04,Newfoundland and Labrador
New Brunswick,1566,4,5,0.04,Newfoundland and Labrador
Newfoundland and Labrador,0,5,5,0.04,Newfoundland and Labrador
Northwest Territories,183,6,5,0.04,Newfoundland and Labrador
Nova Scotia,2691,7,5,0.04,Newfoundland and Labrador
Nunavut,154,8,5,0.04,Newfoundland and Labrador
Ontario,6515,9,5,0.04,Newfoundland and Labrador
Prince Edward Island,417,10,5,0.04,Newfoundland and Labrador
Quebec,762,11,5,0.04,Newfoundland and Labrador
Saskatchewan,337,12,5,0.04,Newfoundland and Labrador
Yukon,39,13,5,0.04,Newfoundland and Labrador
Alberta,2754,1,6,0.04,Northwest Territories
British Columbia,982,2,6,0.04,Northwest Territories
Manitoba,176,3,6,0.04,Northwest Territories
New Brunswick,206,4,6,0.04,Northwest Territories
Newfoundland and Labrador,318,5,6,0.04,Northwest Territories
Northwest Territories,0,6,6,0.04,Northwest Territories
Nova Scotia,329,7,6,0.04,Northwest Territories
Nunavut,188,8,6,0.04,Northwest Territories
Ontario,1024,9,6,0.04,Northwest Territories
Prince Edward Island,69,10,6,0.04,Northwest Territories
Quebec,323,11,6,0.04,Northwest Territories
Saskatchewan,251,12,6,0.04,Northwest Territories
Yukon,348,13,6,0.04,Northwest Territories
Alberta,8031,1,7,0.04,Nova Scotia
British Columbia,4857,2,7,0.04,Nova Scotia
Manitoba,670,3,7,0.04,Nova Scotia
New Brunswick,6434,4,7,0.04,Nova Scotia
Newfoundland and Labrador,2676,5,7,0.04,Nova Scotia
Northwest Territories,372,6,7,0.04,Nova Scotia
Nova Scotia,0,7,7,0.04,Nova Scotia
Nunavut,304,8,7,0.04,Nova Scotia
Ontario,16154,9,7,0.04,Nova Scotia
Prince Edward Island,2009,10,7,0.04,Nova Scotia
Quebec,2849,11,7,0.04,Nova Scotia
Saskatchewan,541,12,7,0.04,Nova Scotia
Yukon,123,13,7,0.04,Nova Scotia
Alberta,428,1,8,0.04,Nunavut
British Columbia,185,2,8,0.04,Nunavut
Manitoba,285,3,8,0.04,Nunavut
New Brunswick,140,4,8,0.04,Nunavut
Newfoundland and Labrador,216,5,8,0.04,Nunavut
Northwest Territories,268,6,8,0.04,Nunavut
Nova Scotia,322,7,8,0.04,Nunavut
Nunavut,0,8,8,0.04,Nunavut
Ontario,1506,9,8,0.04,Nunavut
Prince Edward Island,98,10,8,0.04,Nunavut
Quebec,394,11,8,0.04,Nunavut
Saskatchewan,133,12,8,0.04,Nunavut
Yukon,100,13,8,0.04,Nunavut
Alberta,84783,1,9,0.04,Ontario
British Columbia,66657,2,9,0.04,Ontario
Manitoba,19879,3,9,0.04,Ontario
New Brunswick,27002,4,9,0.04,Ontario
Newfoundland and Labrador,10505,5,9,0.04,Ontario
Northwest Territories,1411,6,9,0.04,Ontario
Nova Scotia,37521,7,9,0.04,Ontario
Nunavut,1346,8,9,0.04,Ontario
Ontario,0,9,9,0.04,Ontario
Prince Edward Island,7938,10,9,0.04,Ontario
Quebec,51099,11,9,0.04,Ontario
Saskatchewan,11082,12,9,0.04,Ontario
Yukon,1183,13,9,0.04,Ontario
Alberta,1838,1,10,0.04,Prince Edward Island
British Columbia,896,2,10,0.04,Prince Edward Island
Manitoba,99,3,10,0.04,Prince Edward Island
New Brunswick,1357,4,10,0.04,Prince Edward Island
Newfoundland and Labrador,275,5,10,0.04,Prince Edward Island
Northwest Territories,18,6,10,0.04,Prince Edward Island
Nova Scotia,1647,7,10,0.04,Prince Edward Island
Nunavut,33,8,10,0.04,Prince Edward Island
Ontario,4637,9,10,0.04,Prince Edward Island
Prince Edward Island,0,10,10,0.04,Prince Edward Island
Quebec,408,11,10,0.04,Prince Edward Island
Saskatchewan,113,12,10,0.04,Prince Edward Island
Yukon,20,13,10,0.04,Prince Edward Island
Alberta,11169,1,11,0.04,Quebec
British Columbia,11546,2,11,0.04,Quebec
Manitoba,2722,3,11,0.04,Quebec
New Brunswick,6004,4,11,0.04,Quebec
Newfoundland and Labrador,772,5,11,0.04,Quebec
Northwest Territories,238,6,11,0.04,Quebec
Nova Scotia,3859,7,11,0.04,Quebec
Nunavut,340,8,11,0.04,Quebec
Ontario,57655,9,11,0.04,Quebec
Prince Edward Island,922,10,11,0.04,Quebec
Quebec,0,11,11,0.04,Quebec
Saskatchewan,1203,12,11,0.04,Quebec
Yukon,339,13,11,0.04,Quebec
Alberta,30969,1,12,0.04,Saskatchewan
British Columbia,14588,2,12,0.04,Saskatchewan
Manitoba,4199,3,12,0.04,Saskatchewan
New Brunswick,640,4,12,0.04,Saskatchewan
Newfoundland and Labrador,280,5,12,0.04,Saskatchewan
Northwest Territories,160,6,12,0.04,Saskatchewan
Nova Scotia,1091,7,12,0.04,Saskatchewan
Nunavut,126,8,12,0.04,Saskatchewan
Ontario,15075,9,12,0.04,Saskatchewan
Prince Edward Island,203,10,12,0.04,Saskatchewan
Quebec,1201,11,12,0.04,Saskatchewan
Saskatchewan,0,12,12,0.04,Saskatchewan
Yukon,229,13,12,0.04,Saskatchewan
Alberta,1111,1,13,0.04,Yukon
British Columbia,1711,2,13,0.04,Yukon
Manitoba,80,3,13,0.04,Yukon
New Brunswick,115,4,13,0.04,Yukon
Newfoundland and Labrador,57,5,13,0.04,Yukon
Northwest Territories,187,6,13,0.04,Yukon
Nova Scotia,202,7,13,0.04,Yukon
Nunavut,34,8,13,0.04,Yukon
Ontario,731,9,13,0.04,Yukon
Prince Edward Island,33,10,13,0.04,Yukon
Quebec,233,11,13,0.04,Yukon
Saskatchewan,210,12,13,0.04,Yukon
Yukon,0,13,13,0.04,Yukon
Alberta,0,1,1,0.05,Alberta
British Columbia,81760,2,1,0.05,Alberta
Manitoba,7367,3,1,0.05,Alberta
New Brunswick,5190,4,1,0.05,Alberta
Newfoundland and Labrador,5076,5,1,0.05,Alberta
Northwest Territories,1652,6,1,0.05,Alberta
Nova Scotia,8759,7,1,0.05,Alberta
Nunavut,406,8,1,0.05,Alberta
Ontario,46365,9,1,0.05,Alberta
Prince Edward Island,1468,10,1,0.05,Alberta
Quebec,8157,11,1,0.05,Alberta
Saskatchewan,18781,12,1,0.05,Alberta
Yukon,971,13,1,0.05,Alberta
Alberta,86745,1,2,0.05,British Columbia
British Columbia,0,2,2,0.05,British Columbia
Manitoba,8002,3,2,0.05,British Columbia
New Brunswick,3253,4,2,0.05,British Columbia
Newfoundland and Labrador,1505,5,2,0.05,British Columbia
Northwest Territories,890,6,2,0.05,British Columbia
Nova Scotia,7513,7,2,0.05,British Columbia
Nunavut,187,8,2,0.05,British Columbia
Ontario,42749,9,2,0.05,British Columbia
Prince Edward Island,1224,10,2,0.05,British Columbia
Quebec,8465,11,2,0.05,British Columbia
Saskatchewan,8781,12,2,0.05,British Columbia
Yukon,1606,13,2,0.05,British Columbia
Alberta,18673,1,3,0.05,Manitoba
British Columbia,15402,2,3,0.05,Manitoba
Manitoba,0,3,3,0.05,Manitoba
New Brunswick,1027,4,3,0.05,Manitoba
Newfoundland and Labrador,355,5,3,0.05,Manitoba
Northwest Territories,140,6,3,0.05,Manitoba
Nova Scotia,1213,7,3,0.05,Manitoba
Nunavut,176,8,3,0.05,Manitoba
Ontario,20519,9,3,0.05,Manitoba
Prince Edward Island,206,10,3,0.05,Manitoba
Quebec,2952,11,3,0.05,Manitoba
Saskatchewan,5187,12,3,0.05,Manitoba
Yukon,107,13,3,0.05,Manitoba
Alberta,5256,1,4,0.05,New Brunswick
British Columbia,2372,2,4,0.05,New Brunswick
Manitoba,529,3,4,0.05,New Brunswick
New Brunswick,0,4,4,0.05,New Brunswick
Newfoundland and Labrador,1229,5,4,0.05,New Brunswick
Northwest Territories,144,6,4,0.05,New Brunswick
Nova Scotia,6679,7,4,0.05,New Brunswick
Nunavut,121,8,4,0.05,New Brunswick
Ontario,10579,9,4,0.05,New Brunswick
Prince Edward Island,1318,10,4,0.05,New Brunswick
Quebec,5815,11,4,0.05,New Brunswick
Saskatchewan,391,12,4,0.05,New Brunswick
Yukon,68,13,4,0.05,New Brunswick
Alberta,5785,1,5,0.05,Newfoundland and Labrador
British Columbia,1630,2,5,0.05,Newfoundland and Labrador
Manitoba,253,3,5,0.05,Newfoundland and Labrador
New Brunswick,1566,4,5,0.05,Newfoundland and Labrador
Newfoundland and Labrador,0,5,5,0.05,Newfoundland and Labrador
Northwest Territories,183,6,5,0.05,Newfoundland and Labrador
Nova Scotia,2691,7,5,0.05,Newfoundland and Labrador
Nunavut,154,8,5,0.05,Newfoundland and Labrador
Ontario,6515,9,5,0.05,Newfoundland and Labrador
Prince Edward Island,417,10,5,0.05,Newfoundland and Labrador
Quebec,762,11,5,0.05,Newfoundland and Labrador
Saskatchewan,337,12,5,0.05,Newfoundland and Labrador
Yukon,39,13,5,0.05,Newfoundland and Labrador
Alberta,2754,1,6,0.05,Northwest Territories
British Columbia,982,2,6,0.05,Northwest Territories
Manitoba,176,3,6,0.05,Northwest Territories
New Brunswick,206,4,6,0.05,Northwest Territories
Newfoundland and Labrador,318,5,6,0.05,Northwest Territories
Northwest Territories,0,6,6,0.05,Northwest Territories
Nova Scotia,329,7,6,0.05,Northwest Territories
Nunavut,188,8,6,0.05,Northwest Territories
Ontario,1024,9,6,0.05,Northwest Territories
Prince Edward Island,69,10,6,0.05,Northwest Territories
Quebec,323,11,6,0.05,Northwest Territories
Saskatchewan,251,12,6,0.05,Northwest Territories
Yukon,348,13,6,0.05,Northwest Territories
Alberta,8031,1,7,0.05,Nova Scotia
British Columbia,4857,2,7,0.05,Nova Scotia
Manitoba,670,3,7,0.05,Nova Scotia
New Brunswick,6434,4,7,0.05,Nova Scotia
Newfoundland and Labrador,2676,5,7,0.05,Nova Scotia
Northwest Territories,372,6,7,0.05,Nova Scotia
Nova Scotia,0,7,7,0.05,Nova Scotia
Nunavut,304,8,7,0.05,Nova Scotia
Ontario,16154,9,7,0.05,Nova Scotia
Prince Edward Island,2009,10,7,0.05,Nova Scotia
Quebec,2849,11,7,0.05,Nova Scotia
Saskatchewan,541,12,7,0.05,Nova Scotia
Yukon,123,13,7,0.05,Nova Scotia
Alberta,428,1,8,0.05,Nunavut
British Columbia,185,2,8,0.05,Nunavut
Manitoba,285,3,8,0.05,Nunavut
New Brunswick,140,4,8,0.05,Nunavut
Newfoundland and Labrador,216,5,8,0.05,Nunavut
Northwest Territories,268,6,8,0.05,Nunavut
Nova Scotia,322,7,8,0.05,Nunavut
Nunavut,0,8,8,0.05,Nunavut
Ontario,1506,9,8,0.05,Nunavut
Prince Edward Island,98,10,8,0.05,Nunavut
Quebec,394,11,8,0.05,Nunavut
Saskatchewan,133,12,8,0.05,Nunavut
Yukon,100,13,8,0.05,Nunavut
Alberta,84783,1,9,0.05,Ontario
British Columbia,66657,2,9,0.05,Ontario
Manitoba,19879,3,9,0.05,Ontario
New Brunswick,27002,4,9,0.05,Ontario
Newfoundland and Labrador,10505,5,9,0.05,Ontario
Northwest Territories,1411,6,9,0.05,Ontario
Nova Scotia,37521,7,9,0.05,Ontario
Nunavut,1346,8,9,0.05,Ontario
Ontario,0,9,9,0.05,Ontario
Prince Edward Island,7938,10,9,0.05,Ontario
Quebec,51099,11,9,0.05,Ontario
Saskatchewan,11082,12,9,0.05,Ontario
Yukon,1183,13,9,0.05,Ontario
Alberta,1838,1,10,0.05,Prince Edward Island
British Columbia,896,2,10,0.05,Prince Edward Island
Manitoba,99,3,10,0.05,Prince Edward Island
New Brunswick,1357,4,10,0.05,Prince Edward Island
Newfoundland and Labrador,275,5,10,0.05,Prince Edward Island
Northwest Territories,18,6,10,0.05,Prince Edward Island
Nova Scotia,1647,7,10,0.05,Prince Edward Island
Nunavut,33,8,10,0.05,Prince Edward Island
Ontario,4637,9,10,0.05,Prince Edward Island
Prince Edward Island,0,10,10,0.05,Prince Edward Island
Quebec,408,11,10,0.05,Prince Edward Island
Saskatchewan,113,12,10,0.05,Prince Edward Island
Yukon,20,13,10,0.05,Prince Edward Island
Alberta,11169,1,11,0.05,Quebec
British Columbia,11546,2,11,0.05,Quebec
Manitoba,2722,3,11,0.05,Quebec
New Brunswick,6004,4,11,0.05,Quebec
Newfoundland and Labrador,772,5,11,0.05,Quebec
Northwest Territories,238,6,11,0.05,Quebec
Nova Scotia,3859,7,11,0.05,Quebec
Nunavut,340,8,11,0.05,Quebec
Ontario,57655,9,11,0.05,Quebec
Prince Edward Island,922,10,11,0.05,Quebec
Quebec,0,11,11,0.05,Quebec
Saskatchewan,1203,12,11,0.05,Quebec
Yukon,339,13,11,0.05,Quebec
Alberta,30969,1,12,0.05,Saskatchewan
British Columbia,14588,2,12,0.05,Saskatchewan
Manitoba,4199,3,12,0.05,Saskatchewan
New Brunswick,640,4,12,0.05,Saskatchewan
Newfoundland and Labrador,280,5,12,0.05,Saskatchewan
Northwest Territories,160,6,12,0.05,Saskatchewan
Nova Scotia,1091,7,12,0.05,Saskatchewan
Nunavut,126,8,12,0.05,Saskatchewan
Ontario,15075,9,12,0.05,Saskatchewan
Prince Edward Island,203,10,12,0.05,Saskatchewan
Quebec,1201,11,12,0.05,Saskatchewan
Saskatchewan,0,12,12,0.05,Saskatchewan
Yukon,229,13,12,0.05,Saskatchewan
Alberta,1111,1,13,0.05,Yukon
British Columbia,1711,2,13,0.05,Yukon
Manitoba,80,3,13,0.05,Yukon
New Brunswick,115,4,13,0.05,Yukon
Newfoundland and Labrador,57,5,13,0.05,Yukon
Northwest Territories,187,6,13,0.05,Yukon
Nova Scotia,202,7,13,0.05,Yukon
Nunavut,34,8,13,0.05,Yukon
Ontario,731,9,13,0.05,Yukon
Prince Edward Island,33,10,13,0.05,Yukon
Quebec,233,11,13,0.05,Yukon
Saskatchewan,210,12,13,0.05,Yukon
Yukon,0,13,13,0.05,Yukon
Alberta,0,1,1,0.06,Alberta
British Columbia,81760,2,1,0.06,Alberta
Manitoba,7367,3,1,0.06,Alberta
New Brunswick,5190,4,1,0.06,Alberta
Newfoundland and Labrador,5076,5,1,0.06,Alberta
Northwest Territories,1652,6,1,0.06,Alberta
Nova Scotia,8759,7,1,0.06,Alberta
Nunavut,406,8,1,0.06,Alberta
Ontario,46365,9,1,0.06,Alberta
Prince Edward Island,1468,10,1,0.06,Alberta
Quebec,8157,11,1,0.06,Alberta
Saskatchewan,18781,12,1,0.06,Alberta
Yukon,971,13,1,0.06,Alberta
Alberta,86745,1,2,0.06,British Columbia
British Columbia,0,2,2,0.06,British Columbia
Manitoba,8002,3,2,0.06,British Columbia
New Brunswick,3253,4,2,0.06,British Columbia
Newfoundland and Labrador,1505,5,2,0.06,British Columbia
Northwest Territories,890,6,2,0.06,British Columbia
Nova Scotia,7513,7,2,0.06,British Columbia
Nunavut,187,8,2,0.06,British Columbia
Ontario,42749,9,2,0.06,British Columbia
Prince Edward Island,1224,10,2,0.06,British Columbia
Quebec,8465,11,2,0.06,British Columbia
Saskatchewan,8781,12,2,0.06,British Columbia
Yukon,1606,13,2,0.06,British Columbia
Alberta,18673,1,3,0.06,Manitoba
British Columbia,15402,2,3,0.06,Manitoba
Manitoba,0,3,3,0.06,Manitoba
New Brunswick,1027,4,3,0.06,Manitoba
Newfoundland and Labrador,355,5,3,0.06,Manitoba
Northwest Territories,140,6,3,0.06,Manitoba
Nova Scotia,1213,7,3,0.06,Manitoba
Nunavut,176,8,3,0.06,Manitoba
Ontario,20519,9,3,0.06,Manitoba
Prince Edward Island,206,10,3,0.06,Manitoba
Quebec,2952,11,3,0.06,Manitoba
Saskatchewan,5187,12,3,0.06,Manitoba
Yukon,107,13,3,0.06,Manitoba
Alberta,5256,1,4,0.06,New Brunswick
British Columbia,2372,2,4,0.06,New Brunswick
Manitoba,529,3,4,0.06,New Brunswick
New Brunswick,0,4,4,0.06,New Brunswick
Newfoundland and Labrador,1229,5,4,0.06,New Brunswick
Northwest Territories,144,6,4,0.06,New Brunswick
Nova Scotia,6679,7,4,0.06,New Brunswick
Nunavut,121,8,4,0.06,New Brunswick
Ontario,10579,9,4,0.06,New Brunswick
Prince Edward Island,1318,10,4,0.06,New Brunswick
Quebec,5815,11,4,0.06,New Brunswick
Saskatchewan,391,12,4,0.06,New Brunswick
Yukon,68,13,4,0.06,New Brunswick
Alberta,5785,1,5,0.06,Newfoundland and Labrador
British Columbia,1630,2,5,0.06,Newfoundland and Labrador
Manitoba,253,3,5,0.06,Newfoundland and Labrador
New Brunswick,1566,4,5,0.06,Newfoundland and Labrador
Newfoundland and Labrador,0,5,5,0.06,Newfoundland and Labrador
Northwest Territories,183,6,5,0.06,Newfoundland and Labrador
Nova Scotia,2691,7,5,0.06,Newfoundland and Labrador
Nunavut,154,8,5,0.06,Newfoundland and Labrador
Ontario,6515,9,5,0.06,Newfoundland and Labrador
Prince Edward Island,417,10,5,0.06,Newfoundland and Labrador
Quebec,762,11,5,0.06,Newfoundland and Labrador
Saskatchewan,337,12,5,0.06,Newfoundland and Labrador
Yukon,39,13,5,0.06,Newfoundland and Labrador
Alberta,2754,1,6,0.06,Northwest Territories
British Columbia,982,2,6,0.06,Northwest Territories
Manitoba,176,3,6,0.06,Northwest Territories
New Brunswick,206,4,6,0.06,Northwest Territories
Newfoundland and Labrador,318,5,6,0.06,Northwest Territories
Northwest Territories,0,6,6,0.06,Northwest Territories
Nova Scotia,329,7,6,0.06,Northwest Territories
Nunavut,188,8,6,0.06,Northwest Territories
Ontario,1024,9,6,0.06,Northwest Territories
Prince Edward Island,69,10,6,0.06,Northwest Territories
Quebec,323,11,6,0.06,Northwest Territories
Saskatchewan,251,12,6,0.06,Northwest Territories
Yukon,348,13,6,0.06,Northwest Territories
Alberta,8031,1,7,0.06,Nova Scotia
British Columbia,4857,2,7,0.06,Nova Scotia
Manitoba,670,3,7,0.06,Nova Scotia
New Brunswick,6434,4,7,0.06,Nova Scotia
Newfoundland and Labrador,2676,5,7,0.06,Nova Scotia
Northwest Territories,372,6,7,0.06,Nova Scotia
Nova Scotia,0,7,7,0.06,Nova Scotia
Nunavut,304,8,7,0.06,Nova Scotia
Ontario,16154,9,7,0.06,Nova Scotia
Prince Edward Island,2009,10,7,0.06,Nova Scotia
Quebec,2849,11,7,0.06,Nova Scotia
Saskatchewan,541,12,7,0.06,Nova Scotia
Yukon,123,13,7,0.06,Nova Scotia
Alberta,428,1,8,0.06,Nunavut
British Columbia,185,2,8,0.06,Nunavut
Manitoba,285,3,8,0.06,Nunavut
New Brunswick,140,4,8,0.06,Nunavut
Newfoundland and Labrador,216,5,8,0.06,Nunavut
Northwest Territories,268,6,8,0.06,Nunavut
Nova Scotia,322,7,8,0.06,Nunavut
Nunavut,0,8,8,0.06,Nunavut
Ontario,1506,9,8,0.06,Nunavut
Prince Edward Island,98,10,8,0.06,Nunavut
Quebec,394,11,8,0.06,Nunavut
Saskatchewan,133,12,8,0.06,Nunavut
